iter	Passed	Remaining
1664	46264	9308
1665	46301	9282
1666	46323	9253
1667	46347	9225
1668	46373	9196
1669	46399	9168
1670	46420	9139
1671	46463	9114
1672	46485	9085
1673	46525	9060
1674	46560	9034
1675	46592	9007
1676	46622	8979
1677	46650	8952
1678	46680	8924
1679	46703	8895
1680	46732	8868
1681	46754	8839
1682	46780	8811
1683	46812	8784
1684	46840	8756
1685	46879	8730
1686	46919	8705
1687	46947	8677
1688	46981	8650
1689	47016	8624
1690	47043	8596
1691	47069	8568
1692	47098	8540
1693	47146	8516
1694	47177	8489
1695	47200	8460
1696	47231	8433
1697	47254	8404
1698	47277	8375
1699	47300	8347
1700	47323	8318
1701	47356	8291
1702	47374	8262
1703	47400	8233
1704	47425	8205
1705	47459	8178
1706	47485	8150
1707	47517	8123
1708	47542	8095
1709	47561	8065
1710	47586	8037
1711	47609	8009
1712	47641	7982
1713	47678	7955
1714	47704	7927
1715	47718	7897
1716	47741	7868
1717	47765	7840
1718	47786	7811
1719	47815	7783
1720	47841	7755
1721	47862	7726
1722	47891	7699
1723	47924	7672
1724	47941	7642
1725	47963	7614
1726	47996	7587
1727	48014	7557
1728	48039	7529
1729	48066	7501
1730	48096	7474
1731	48130	7447
1732	48166	7420
1733	48198	7393
1734	48214	7364
1735	48240	7336
1736	48267	7308
1737	48304	7281
1738	48336	7254
1739	48360	7226
1740	48386	7198
1741	48413	7170
1742	48435	7141
1743	48463	7113
1744	48490	7086
1745	48534	7060
1746	48561	7032
1747	48595	7005
1748	48632	6979
1749	48665	6952
1750	48701	6925
1751	48741	6899
1752	48772	6872
1753	48802	6844
1754	48841	6818
1755	48877	6791
1756	48910	6764
1757	48935	6736
1758	48972	6709
1759	49000	6681
1760	49043	6656
1761	49063	6627
1762	49106	6601
1763	49153	6576
1764	49185	6548
1765	49208	6520
1766	49234	6492
1767	49253	6463
1768	49286	6435
1769	49310	6407
1770	49337	6379
1771	49360	6351
1772	49400	6324
1773	49425	6296
1774	49457	6269
1775	49476	6240
1776	49511	6213
1777	49531	6184
1778	49556	6156
1779	49578	6127
1780	49604	6099
1781	49641	6072
1782	49661	6043
1783	49688	6016
1784	49708	5987
1785	49744	5960
1786	49764	5931
1787	49790	5903
1788	49815	5875
1789	49844	5847
1790	49886	5821
1791	49913	5793
1792	49951	5766
1793	49987	5739
1794	50021	5712
1795	50063	5686
1796	50100	5659
1797	50127	5631
1798	50154	5603
1799	50177	5575
1800	50201	5546
1801	50230	5519
1802	50260	5491
1803	50277	5462
1804	50317	5435
1805	50345	5408
1806	50368	5379
1807	50401	5352
1808	50438	5325
1809	50464	5297
1810	50485	5268
1811	50504	5239
1812	50524	5211
1813	50549	5183
1814	50566	5154
1815	50594	5126
1816	50631	5099
1817	50648	5070
1818	50682	5043
1819	50706	5014
1820	50727	4986
1821	50755	4958
1822	50781	4930
1823	50807	4902
1824	50837	4874
1825	50865	4846
1826	50892	4819
1827	50930	4792
1828	50959	4764
1829	51003	4738
1830	51057	4712
1831	51104	4686
1832	51125	4657
1833	51161	4630
1834	51187	4602
1835	51217	4574
1836	51237	4546
1837	51275	4519
1838	51309	4492
1839	51330	4463
1840	51361	4435
1841	51402	4409
1842	51428	4381
1843	51468	4354
1844	51491	4325
1845	51520	4298
1846	51551	4270
1847	51582	4242
1848	51610	4214
1849	51639	4186
1850	51674	4159
1851	51704	4131
1852	51738	4104
1853	51763	4076
1854	51794	4048
1855	51840	4022
1856	51873	3994
1857	51909	3967
1858	51936	3939
1859	51973	3911
1860	51994	3883
1861	52035	3856
1862	52067	3828
1863	52090	3800
1864	52128	3773
1865	52159	3745
1866	52207	3719
1867	52246	3691
1868	52272	3663
1869	52299	3635
1870	52334	3608
1871	52365	3580
1872	52392	3552
1873	52428	3525
1874	52463	3497
1875	52485	3469
1876	52503	3440
1877	52525	3412
1878	52535	3383
1879	52573	3355
1880	52610	3328
1881	52639	3300
1882	52684	3273
1883	52719	3245
1884	52745	3217
1885	52773	3189
1886	52799	3161
1887	52835	3134
1888	52878	3107
1889	52903	3079
1890	52946	3051
1891	52983	3024
1892	53039	2997
1893	53066	2969
1894	53098	2942
1895	53129	2914
1896	53180	2887
1897	53226	2860
1898	53260	2832
1899	53291	2804
1900	53333	2777
1901	53379	2750
1902	53419	2722
1903	53454	2695
1904	53471	2666
1905	53512	2639
1906	53546	2611
1907	53576	2583
1908	53617	2555
1909	53640	2527
1910	53671	2499
1911	53704	2471
1912	53748	2444
1913	53786	2416
1914	53836	2389
1915	53887	2362
1916	53938	2335
1917	53977	2307
1918	54040	2281
1919	54079	2253
1920	54120	2225
1921	54157	2197
1922	54192	2169
1923	54215	2141
1924	54239	2113
1925	54269	2085
1926	54303	2057
1927	54326	2028
1928	54352	2000
1929	54378	1972
1930	54407	1944
1931	54447	1916
1932	54478	1888
1933	54512	1860
1934	54554	1832
1935	54601	1804
1936	54624	1776
1937	54658	1748
1938	54718	1721
1939	54791	1694
1940	54818	1666
1941	54897	1639
1942	54941	1611
1943	54985	1583
1944	55022	1555
1945	55056	1527
1946	55111	1500
1947	55168	1472
1948	55205	1444
1949	55231	1416
1950	55262	1387
1951	55303	1359
1952	55327	1331
1953	55347	1302
1954	55376	1274
1955	55402	1246
1956	55430	1217
1957	55465	1189
1958	55504	1161
1959	55535	1133
1960	55550	1104
1961	55587	1076
1962	55637	1048
1963	55671	1020
1964	55726	992
1965	55818	965
1966	55891	937
1967	55925	909
1968	55952	880
1969	55980	852
1970	56009	824
1971	56050	795
1972	56072	767
1973	56105	738
1974	56138	710
1975	56159	682
1976	56180	653
1977	56215	625
1978	56247	596
1979	56281	568
1980	56327	540
1981	56375	511
1982	56414	483
1983	56447	455
1984	56489	426
1985	56515	398
1986	56541	369
1987	56572	341
1988	56604	313
1989	56644	284
1990	56676	256
1991	56713	227
1992	56741	199
1993	56767	170
1994	56805	142
1995	56839	113
1996	56865	85
1997	56905	56
1998	56930	28
1999	56952	0
